Marque;Modèle;Prix;Carburant;Chevaux;Type_moteur;Cylindrée;CO2;KM;Année;Transmission;Puissance;Puissance_fiscale
PEUGEOT;208;16499;Essence;100;PureTech;1.2;118;129350;2018;Manuelle;73.55000000000001;5.564222222222223
CITROEN;C3;14790;Diesel;83;PureTech;1.2;122;19950;2021;Manuelle;61.0465;5.152971111111111
RENAULT;Kadjar;16999;Diesel;115;Blue;1.5;131;80641;2020;Manuelle;84.58250000000001;6.294411111111112
RENAULT;Megane estate;34778;Essence;140;TCe;1.3;142;14923;2021;Manuelle;102.97;7.274355555555555
PEUGEOT;208;28690;Essence;100;PureTech;1.2;118;13295;2021;Manuelle;73.55000000000001;5.564222222222223
PEUGEOT;208;15999;Essence;100;PureTech;1.2;118;15696;2022;Manuelle;73.55000000000001;5.564222222222223
VOLKSWAGEN;T-roc;23299;Diesel;115;TDI;1.6;138;50349;2020;Manuelle;84.58250000000001;6.4499666666666675
PEUGEOT;208;19990;Diesel M;100;PureTech;1.2;118;140335;2020;Manuelle;73.55000000000001;5.564222222222223
PEUGEOT;208;20990;Essence;100;PureTech;1.2;118;1278;2022;Manuelle;73.55000000000001;5.564222222222223
CITROEN;C3;27980;Diesel;83;PureTech;1.2;123;87401;2015;Manuelle;61.0465;5.1751933333333335
CITROEN;C3;13300;Diesel;110;PureTech;1.2;132;43835;2021;Manuelle;80.905;6.169533333333334
PEUGEOT;208;16499;Diesel;100;PureTech;1.2;118;59625;2021;Manuelle;73.55000000000001;5.564222222222223
CITROEN;C3;13499;Essence;83;PureTech;1.2;123;48550;2021;Manuelle;61.0465;5.1751933333333335
RENAULT;Kadjar;29999;Hybride;115;Blue;1.5;112;10000;2023;Automatique;84.58250000000001;5.872188888888889
PEUGEOT;208;13980;Electrique;100;PureTech;1.2;118;20860;2021;Automatique;73.55000000000001;5.564222222222223
PEUGEOT;3008;20990;Diesel;130;BlueHDi;1.5;111;95867;2019;Manuelle;95.61500000000001;6.291266666666667
FIAT;500;22299;Diesel;69;8v;1.2;117;72233;2018;Automatique;50.749500000000005;4.62998
CITROEN;C3;28499;Diesel;110;PureTech;1.2;122;58905;2019;Automatique;80.905;5.947311111111111
FIAT;500;16499;Diesel;69;8v;1.2;109;130345;2016;Automatique;50.749500000000005;4.452202222222223
RENAULT;Kadjar;15299;Electrique;115;Blue;1.5;112;8000;2022;Automatique;84.58250000000001;5.872188888888889
DACIA;Duster;12299;Hybride R;115;Blue;1.5;118;35513;2021;Automatique;84.58250000000001;6.005522222222223
PEUGEOT;208;16499;Electrique;100;PureTech;1.2;118;8913;2022;Automatique;73.55000000000001;5.564222222222223
PEUGEOT;208;31900;Diesel;100;PureTech;1.2;118;84357;2020;Manuelle;73.55000000000001;5.564222222222223
PEUGEOT;2008;34778;Diesel M;100;PureTech;1.2;122;25846;2021;Automatique;73.55000000000001;5.653111111111112
PEUGEOT;208;15999;Essence;100;PureTech;1.2;118;44320;2017;Manuelle;73.55000000000001;5.564222222222223
CITROEN;C3;28499;ESSENCE;110;PureTech;1.2;121;21250;2022;AUTOMATIQUE;80.905;5.925088888888889
PEUGEOT;208;15989;Gpl;100;PureTech;1.2;118;9990;2023;Manuelle;73.55000000000001;5.564222222222223
PEUGEOT;208;19799;HYBRIDE;100;PureTech;1.2;118;43140;2021;AUTOMATIQUE;73.55000000000001;5.564222222222223
PEUGEOT;2008;10999;Electrique;100;BlueHDi;1.5;86;8000;2023;Automatique;73.55000000000001;4.853111111111112
CITROEN;C3;28499;ESSENCE;83;PureTech;1.2;123;21250;2022;AUTOMATIQUE;61.0465;5.1751933333333335
PEUGEOT;208;18499;Electrique;100;PureTech;1.2;118;29974;2020;Automatique;73.55000000000001;5.564222222222223
CITROEN;C3;18490;Hybride;83;PureTech;1.2;123;8000;2023;Automatique;61.0465;5.1751933333333335
RENAULT;Kadjar;12999;Electrique;140;TCe;1.3;152;100;2023;Automatique;102.97;7.4965777777777785
PEUGEOT;208;17799;Essence;100;PureTech;1.2;118;7008;2022;Manuelle;73.55000000000001;5.564222222222223
RENAULT;Clio;19799;HYBRIDE;90;dCi;1.5;82;43140;2021;AUTOMATIQUE;66.19500000000001;4.470022222222222
PEUGEOT;208;34778;Essence;100;PureTech;1.2;118;50655;2019;Automatique;73.55000000000001;5.564222222222223
CITROEN;C3;16499;Diesel;83;PureTech;1.2;122;10000;2022;Automatique;61.0465;5.152971111111111
FORD;Focus;19799;HYBRIDE;125;EcoBoost;1.0;96;43140;2021;AUTOMATIQUE;91.9375;5.810833333333333
PEUGEOT;208;16499;Essence;100;PureTech;1.2;118;8299;2022;Manuelle;73.55000000000001;5.564222222222223
MASERATI;Levante;19799;HYBRIDE;430;V6;3.0;273;43140;2021;AUTOMATIQUE;316.26500000000004;18.717266666666667
PEUGEOT;208;16499;Essence;75;PureTech;1.2;119;10900;2022;Manuelle;55.1625;4.850944444444444
CITROEN;C3;10499;Essence;83;PureTech;1.2;123;24397;2021;Automatique;61.0465;5.1751933333333335
RENAULT;Megane estate;19299;Essence;140;TCe;1.3;142;27817;2020;Manuelle;102.97;7.274355555555555
FIAT;Panda;25876;Essence;69;8v;1.2;112;39865;2019;Manuelle;50.749500000000005;4.518868888888889
PEUGEOT;208;14499;Essence;100;PureTech;1.2;118;16580;2019;Manuelle;73.55000000000001;5.564222222222223
CITROEN;C3;28499;DIESEL;83;PureTech;1.2;122;57118;2019;MANUELLE;61.0465;5.152971111111111
CITROEN;C3;34778;Essence;83;PureTech;1.2;123;47779;2021;Manuelle;61.0465;5.1751933333333335
PEUGEOT;208;16799;Essence;100;PureTech;1.2;118;44185;2018;Manuelle;73.55000000000001;5.564222222222223
PEUGEOT;308;22590;Essence;110;PureTech;1.2;108;44927;2019;Manuelle;80.905;5.6362000000000005
CITROEN;C3;42499;Electrique;83;PureTech;1.2;123;32980;2020;Automatique;61.0465;5.1751933333333335
PEUGEOT;208;19799;ESSENCE;100;PureTech;1.2;118;20246;2022;MANUELLE;73.55000000000001;5.564222222222223
CITROEN;C3;19799;ESSENCE;83;PureTech;1.2;123;20246;2022;MANUELLE;61.0465;5.1751933333333335
CITROEN;C3;18499;Essence;83;PureTech;1.2;123;31184;2021;Manuelle;61.0465;5.1751933333333335
CITROEN;C3;19799;ESSENCE;110;PureTech;1.2;122;20246;2022;MANUELLE;80.905;5.947311111111111
PEUGEOT;208;33999;Diesel;100;PureTech;1.2;118;112586;2017;Manuelle;73.55000000000001;5.564222222222223
RENAULT;Captur;19799;Hybride R;90;TCe;0.9;114;33316;2021;Automatique;66.19500000000001;5.181133333333333
PEUGEOT;308 sw;16499;Essence M;130;PureTech;1.2;108;9566;2023;Automatique;95.61500000000001;6.224600000000001
PEUGEOT;208;19799;Essence;100;PureTech;1.2;118;14574;2022;Manuelle;73.55000000000001;5.564222222222223
PEUGEOT;2008;28499;ESSENCE;130;PureTech;1.2;124;21250;2022;AUTOMATIQUE;95.61500000000001;6.580155555555556
PEUGEOT;3008;16499;Diesel;130;BlueHDi;1.5;111;53022;2021;Manuelle;95.61500000000001;6.291266666666667
RENAULT;Clio estate;27299;Diesel;90;dCi;1.5;82;109643;2019;Manuelle;66.19500000000001;4.470022222222222
CITROEN;C3;10999;Essence;110;PureTech;1.2;124;18698;2019;Manuelle;80.905;5.991755555555556
RENAULT;Kadjar;30999;Essence;115;Blue;1.5;112;22622;2021;Manuelle;84.58250000000001;5.872188888888889
RENAULT;Megane estate;18999;Essence;140;TCe;1.3;122;26350;2020;Manuelle;102.97;6.8299111111111115
CITROEN;C3;14580;Essence;83;PureTech;1.2;123;44747;2021;Manuelle;61.0465;5.1751933333333335
CITROEN;C3;13999;Essence;110;PureTech;1.2;124;44484;2020;Manuelle;80.905;5.991755555555556
PEUGEOT;208;16499;Hybride;100;PureTech;1.2;118;9905;2022;Automatique;73.55000000000001;5.564222222222223
CITROEN;C3;12999;Essence;83;PureTech;1.2;122;5335;2022;Manuelle;61.0465;5.152971111111111
PEUGEOT;208;19999;Essence;100;PureTech;1.2;118;5000;2023;Manuelle;73.55000000000001;5.564222222222223
CITROEN;C3;49499;Essence;83;PureTech;1.2;123;7612;2022;Automatique;61.0465;5.1751933333333335
VOLKSWAGEN;Tiguan;28499;Essence;190;TSI;2.0;160;40270;2019;Automatique;139.745;9.145355555555556
FORD;Focus;34778;Essence;125;EcoBoost;1.0;115;44310;2020;Automatique;91.9375;6.233055555555556
FORD;Ecosport;19299;Essence;125;EcoBoost;1.0;147;7260;2022;Manuelle;91.9375;6.944166666666667
PEUGEOT;208;11990;Electrique;100;PureTech;1.2;118;10500;2022;Automatique;73.55000000000001;5.564222222222223
CITROEN;C3;15489;Essence;110;PureTech;1.2;121;24089;2022;Manuelle;80.905;5.925088888888889
CITROEN;C3;34778;Essence;110;PureTech;1.2;125;10;2022;Automatique;80.905;6.013977777777778
PEUGEOT;208;13989;Essence;100;PureTech;1.2;118;36967;2021;Manuelle;73.55000000000001;5.564222222222223
CITROEN;C3;13288;Essence;83;PureTech;1.2;123;51489;2019;Automatique;61.0465;5.1751933333333335
CITROEN;C3;29999;Essence;83;PureTech;1.2;123;45634;2021;Automatique;61.0465;5.1751933333333335
PEUGEOT;208;34778;Essence;100;PureTech;1.2;118;47158;2020;Manuelle;73.55000000000001;5.564222222222223
CITROEN;C3;24299;Essence;83;PureTech;1.2;122;48397;2020;Manuelle;61.0465;5.152971111111111
PEUGEOT;208;19799;ESSENCE;100;PureTech;1.2;118;20246;2022;MANUELLE;73.55000000000001;5.564222222222223
PEUGEOT;208;19799;ESSENCE;100;PureTech;1.2;118;20246;2022;MANUELLE;73.55000000000001;5.564222222222223
CITROEN;C3;59499;Essence M;110;PureTech;1.2;121;25;2022;Automatique;80.905;5.925088888888889
RENAULT;Scenic;21799;Essence;140;TCe;1.3;155;36722;2020;Manuelle;102.97;7.563244444444445
CITROEN;C3;16499;Essence M;83;PureTech;1.2;123;18752;2022;Automatique;61.0465;5.1751933333333335
CITROEN;C3;63499;Hybride;110;PureTech;1.2;124;17194;2022;Automatique;80.905;5.991755555555556
MERCEDES;Classe b;12799;Diesel;116;116ch;2.0;8;28356;2022;Automatique;85.31800000000001;3.590497777777778
RENAULT;Kadjar;18499;Diesel;115;Blue;1.5;135;67590;2020;Manuelle;84.58250000000001;6.3833
CITROEN;C3;19799;ESSENCE;110;PureTech;1.2;132;20246;2022;MANUELLE;80.905;6.169533333333334
PEUGEOT;2008;16499;Electrique;130;BlueHDi;1.5;125;8000;2023;Automatique;95.61500000000001;6.602377777777778
PEUGEOT;2008;17999;Essence;130;BlueHDi;1.5;125;28322;2021;Manuelle;95.61500000000001;6.602377777777778
CITROEN;C3;78920;Diesel;83;PureTech;1.2;122;38457;2020;Automatique;61.0465;5.152971111111111
PEUGEOT;208;28499;DIESEL;100;PureTech;1.2;118;57118;2019;MANUELLE;73.55000000000001;5.564222222222223
RENAULT;Kadjar;19799;Essence;115;Blue;1.5;112;76950;2020;Manuelle;84.58250000000001;5.872188888888889
CITROEN;C3;14490;Essence;83;PureTech;1.2;123;76174;2015;Automatique;61.0465;5.1751933333333335
CITROEN;C3;28499;DIESEL;83;PureTech;1.2;123;57118;2019;MANUELLE;61.0465;5.1751933333333335
CITROEN;C3;35990;Essence M;83;PureTech;1.2;123;9500;2023;Manuelle;61.0465;5.1751933333333335
PEUGEOT;2008;10399;Hybride;100;BlueHDi;1.5;86;65340;2020;Automatique;73.55000000000001;4.853111111111112
PEUGEOT;208;19490;Diesel;100;PureTech;1.2;118;17559;2021;Manuelle;73.55000000000001;5.564222222222223
CITROEN;C3;15990;Essence;110;PureTech;1.2;121;12592;2021;Manuelle;80.905;5.925088888888889
PEUGEOT;208;14490;Diesel;100;PureTech;1.2;118;85202;2018;Manuelle;73.55000000000001;5.564222222222223
PEUGEOT;2008;34778;Essence;130;BlueHDi;1.5;125;65798;2019;Manuelle;95.61500000000001;6.602377777777778
RENAULT;Captur;11499;Essence;90;TCe;0.9;114;81605;2016;Manuelle;66.19500000000001;5.181133333333333
CITROEN;C3;14330;Diesel;83;PureTech;1.2;122;83998;2018;Manuelle;61.0465;5.152971111111111
PEUGEOT;208;13299;Essence;100;PureTech;1.2;118;15000;2021;Manuelle;73.55000000000001;5.564222222222223
CITROEN;C3;13999;Essence;83;PureTech;1.2;122;21697;2021;Manuelle;61.0465;5.152971111111111
RENAULT;Kadjar;25499;Diesel;115;Blue;1.5;112;135257;2016;Manuelle;84.58250000000001;5.872188888888889
CITROEN;C3;17500;Essence B;110;PureTech;1.2;123;15000;2023;Automatique;80.905;5.969533333333334
PEUGEOT;208;16499;Diesel;100;PureTech;1.2;118;108504;2018;Manuelle;73.55000000000001;5.564222222222223
VOLKSWAGEN;T-roc;30390;Essence;150;TSI;1.5;117;8000;2023;Manuelle;110.325;7.013
CITROEN;C3;25499;Essence;110;PureTech;1.2;132;28162;2021;Manuelle;80.905;6.169533333333334
DACIA;Duster;25119;Essence M;130;TCe;1.3;135;31167;2021;Automatique;95.61500000000001;6.8246
NISSAN;Qashqai;16480;Diesel;130;dCi;1.6;116;98789;2018;Manuelle;95.61500000000001;6.402377777777778
CITROEN;C3;14197;Essence;110;PureTech;1.2;124;49378;2021;Manuelle;80.905;5.991755555555556
RENAULT;Captur;18989;Essence;90;TCe;0.9;114;124000;2016;Manuelle;66.19500000000001;5.181133333333333
CITROEN;C3;16499;Diesel;110;PureTech;1.2;121;110630;2020;Manuelle;80.905;5.925088888888889
CITROEN;C3;37999;Essence;83;PureTech;1.2;122;32918;2020;Manuelle;61.0465;5.152971111111111
PEUGEOT;208;16999;Essence;100;PureTech;1.2;118;14082;2021;Manuelle;73.55000000000001;5.564222222222223
CITROEN;C3;20799;Essence;83;PureTech;1.2;123;550;2022;Automatique;61.0465;5.1751933333333335
KIA;Ceed;34778;Diesel;120;T;1.0;118;38017;2020;Automatique;88.26;6.152622222222222
PEUGEOT;308 sw;31990;Essence;130;PureTech;1.2;108;55428;2017;Manuelle;95.61500000000001;6.224600000000001
FIAT;500c;22299;Essence M;69;8v;1.2;109;20662;2022;Automatique;50.749500000000005;4.452202222222223
PEUGEOT;208;172990;Essence;100;PureTech;1.2;118;53717;2020;Manuelle;73.55000000000001;5.564222222222223
CITROEN;C3;34778;Essence;83;PureTech;1.2;123;300;2023;Automatique;61.0465;5.1751933333333335
VOLKSWAGEN;T-roc;28499;ESSENCE;115;TSI;1.0;113;21250;2022;AUTOMATIQUE;84.58250000000001;5.894411111111111
PEUGEOT;308;15490;Essence;130;PureTech;1.2;108;67474;2019;Manuelle;95.61500000000001;6.224600000000001
PEUGEOT;2008;22290;Essence M;130;BlueHDi;1.5;125;2875;2023;Manuelle;95.61500000000001;6.602377777777778
DACIA;Duster;34778;Diesel;115;Blue;1.5;118;26792;2022;Manuelle;84.58250000000001;6.005522222222223
VOLKSWAGEN;T-roc;19499;Diesel;115;TSI;1.0;134;76412;2020;Manuelle;84.58250000000001;6.361077777777778
RENAULT;Clio;23799;Essence;90;dCi;1.5;82;50763;2021;Automatique;66.19500000000001;4.470022222222222
CITROEN;C3;24980;Diesel;83;PureTech;1.2;123;60000;2019;Manuelle;61.0465;5.1751933333333335
PEUGEOT;208;19799;ESSENCE;100;PureTech;1.2;118;20246;2022;MANUELLE;73.55000000000001;5.564222222222223
KIA;Ceed;34778;Diesel;120;T;1.0;118;94736;2019;Automatique;88.26;6.152622222222222
PEUGEOT;208;14799;Essence;100;PureTech;1.2;118;10058;2021;Manuelle;73.55000000000001;5.564222222222223
CITROEN;C3;16499;Hybride;83;PureTech;1.2;122;16;2023;Automatique;61.0465;5.152971111111111
CITROEN;C3;34778;Essence;110;PureTech;1.2;132;45200;2016;Manuelle;80.905;6.169533333333334
CITROEN;C3;34778;Diesel;83;PureTech;1.2;123;33637;2021;Manuelle;61.0465;5.1751933333333335
PEUGEOT;208;65990;Hybride;100;PureTech;1.2;118;27394;2021;Automatique;73.55000000000001;5.564222222222223
RENAULT;Clio;30990;Essence;90;dCi;1.5;82;10283;2022;Manuelle;66.19500000000001;4.470022222222222
PEUGEOT;3008;26990;Essence;130;BlueHDi;1.5;111;36780;2017;Manuelle;95.61500000000001;6.291266666666667
CITROEN;C3;49999;Diesel;83;PureTech;1.2;123;38802;2019;Automatique;61.0465;5.1751933333333335
RENAULT;Megane estate;18499;Essence;140;TCe;1.3;142;35739;2020;Manuelle;102.97;7.274355555555555
PEUGEOT;2008;46999;Diesel;130;BlueHDi;1.5;125;75368;2020;Manuelle;95.61500000000001;6.602377777777778
FORD;Focus sw;32990;Essence;125;EcoBoost;1.0;97;20406;2022;Manuelle;91.9375;5.833055555555555
PEUGEOT;208;15999;Essence;100;PureTech;1.2;118;14180;2021;Manuelle;73.55000000000001;5.564222222222223
VOLKSWAGEN;T-roc;28799;Diesel;150;TDI;2.0;132;55116;2019;Automatique;110.325;7.346333333333334
SEAT;Ateca;19799;ESSENCE;150;TSI;1.5;151;20246;2022;MANUELLE;110.325;7.768555555555556
CITROEN;C3;12999;Essence;110;PureTech;1.2;132;21940;2023;Manuelle;80.905;6.169533333333334
CITROEN;C3;51999;Diesel;83;PureTech;1.2;123;104835;2020;Automatique;61.0465;5.1751933333333335
FORD;Focus;16979;Essence;125;EcoBoost;1.0;96;31013;2020;Automatique;91.9375;5.810833333333333
CITROEN;C3;19799;HYBRIDE;110;PureTech;1.2;132;43140;2021;AUTOMATIQUE;80.905;6.169533333333334
CITROEN;C3;11999;Essence;83;PureTech;1.2;122;75266;2018;Automatique;61.0465;5.152971111111111
PEUGEOT;208;16988;Essence;100;PureTech;1.2;118;55723;2020;Manuelle;73.55000000000001;5.564222222222223
PEUGEOT;208;19799;HYBRIDE;100;PureTech;1.2;118;43140;2021;AUTOMATIQUE;73.55000000000001;5.564222222222223
PEUGEOT;2008;16799;Essence;100;PureTech;1.2;122;39393;2019;Manuelle;73.55000000000001;5.653111111111112
PEUGEOT;3008;26299;Essence;130;BlueHDi;1.5;111;3702;2023;Manuelle;95.61500000000001;6.291266666666667
PEUGEOT;208;34778;Hybride R;100;PureTech;1.2;118;35494;2020;Automatique;73.55000000000001;5.564222222222223
CITROEN;C3;34778;Gpl;110;PureTech;1.2;121;9000;2023;Manuelle;80.905;5.925088888888889
RENAULT;Megane estate;20199;Essence;140;TCe;1.3;142;74098;2017;Manuelle;102.97;7.274355555555555
PEUGEOT;208;129990;Essence;100;PureTech;1.2;118;32995;2021;Automatique;73.55000000000001;5.564222222222223
CITROEN;C3;19799;ESSENCE;110;PureTech;1.2;122;20246;2022;MANUELLE;80.905;5.947311111111111
CITROEN;C3;21499;Essence;110;PureTech;1.2;132;52866;2019;Manuelle;80.905;6.169533333333334
PEUGEOT;208;14299;Essence;100;PureTech;1.2;118;22106;2022;Automatique;73.55000000000001;5.564222222222223
PEUGEOT;208;34778;Diesel M;100;PureTech;1.2;118;14850;2022;Automatique;73.55000000000001;5.564222222222223
PEUGEOT;208;16999;Essence;100;PureTech;1.2;118;11000;2022;Manuelle;73.55000000000001;5.564222222222223
PEUGEOT;208;17799;Essence;100;PureTech;1.2;118;6725;2022;Manuelle;73.55000000000001;5.564222222222223
PEUGEOT;208;16499;Essence;100;PureTech;1.2;118;35305;2018;Automatique;73.55000000000001;5.564222222222223
CITROEN;C3;34778;Essence;110;PureTech;1.2;123;59058;2019;Manuelle;80.905;5.969533333333334
PEUGEOT;2008;44490;Essence;130;BlueHDi;1.5;125;23188;2021;Automatique;95.61500000000001;6.602377777777778
CITROEN;C3;13490;Electrique;110;PureTech;1.2;124;28598;2022;Automatique;80.905;5.991755555555556
PEUGEOT;308;34778;Diesel;130;PureTech;1.2;108;19048;2022;Manuelle;95.61500000000001;6.224600000000001
